$$Source_Resource,$$Target_Resource,$$Map_Source_ID_Ref_list,$$Map_Target_ID_Ref_list,$$Map_Relationship,$Map_Confidence_Score,$Map_Coverage
A reference to a resource that has the source controls of a mapping.,A reference to a resource that has the target controls of a mapping.,A list of source reference IDs.,A list of target reference IDs.,The relationship type for the mapping entry.,An estimation of the confidence that this mapping is correct and accurate expressed as percentage.,An estimation of the percentage coverage of the targets by the sources.
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ca-7.1,ca-7.1,subset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ca-7.3,ca-7.3,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ca-8,ca-8,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ca-8.1,ca-8.1,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ca-8.2,ca-8.2,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ca-9,ca-9,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ca-9.1,ca-9.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-1,cm-1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-2,cm-2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-2.2,cm-2.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-2.3,cm-2.3,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-2.6,cm-2.6,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-2.7,cm-2.7,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-3,cm-3,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-3.1,cm-3.1,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-3.2,cm-3.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-3.3,cm-3.3,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-3.4,cm-3.4,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-3.5,cm-3.5,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-3.6,cm-3.6,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-4,cm-4,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-4.1,cm-4.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-4.2,cm-4.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-5,cm-5,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-5.1,cm-5.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-5.4,cm-5.4,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-5.5,cm-5.5,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-5.6,cm-5.6,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-6,cm-6,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-6.1,cm-6.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-6.2,cm-6.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-7,cm-7,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-7.1,cm-7.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-7.2,cm-7.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-7.3,cm-7.3,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-7.4,cm-7.4,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-7.5,cm-7.5,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-8,cm-8,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-8.1,cm-8.1,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-8.2,cm-8.2,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-8.3,cm-8.3,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-8.4,cm-8.4,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-8.6,cm-8.6,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-8.7,cm-8.7,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-8.8,cm-8.8,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-8.9,cm-8.9,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-9,cm-9,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-9.1,cm-9.1,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-10,cm-10,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-10.1,cm-10.1,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-11,cm-11,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cm-11.2,cm-11.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-1,cp-1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-2,cp-2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-2.1,cp-2.1,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-2.2,cp-2.2,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-2.3,cp-2.3,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-2.5,cp-2.5,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-2.6,cp-2.6,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-2.7,cp-2.7,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-2.8,cp-2.8,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-3,cp-3,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-3.1,cp-3.1,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-3.2,cp-3.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-4,cp-4,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-4.1,cp-4.1,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-4.2,cp-4.2,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-4.3,cp-4.3,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-4.4,cp-4.4,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-6,cp-6,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-6.1,cp-6.1,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-6.2,cp-6.2,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-6.3,cp-6.3,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-7,cp-7,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-7.1,cp-7.1,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-7.2,cp-7.2,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-7.3,cp-7.3,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-7.4,cp-7.4,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-7.6,cp-7.6,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-8,cp-8,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-8.1,cp-8.1,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-8.2,cp-8.2,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-8.3,cp-8.3,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-8.4,cp-8.4,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-8.5,cp-8.5,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-9,cp-9,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-9.1,cp-9.1,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-9.2,cp-9.2,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-9.3,cp-9.3,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-9.5,cp-9.5,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-9.6,cp-9.6,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-9.7,cp-9.7,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-10,cp-10,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-10.2,cp-10.2,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-10.4,cp-10.4,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-10.6,cp-10.6,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-11,cp-11,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-12,cp-12,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,cp-13,cp-13,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-1,ia-1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-2,ia-2,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-2.1,ia-2.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-2.2,ia-2.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-2.5,ia-2.5,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-2.6,ia-2.6,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-2.8,ia-2.8,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-2.10,ia-2.10,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-2.12,ia-2.12,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-2.13,ia-2.13,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-3,ia-3,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-3.1,ia-3.1,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-3.3,ia-3.3,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-3.4,ia-3.4,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-4,ia-4,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-4.1,ia-4.1,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-4.4,ia-4.4,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-4.5,ia-4.5,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-4.6,ia-4.6,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5,ia-5,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.1,ia-5.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.2,ia-5.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.5,ia-5.5,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.6,ia-5.6,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.7,ia-5.7,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.8,ia-5.8,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.9,ia-5.9,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.10,ia-5.10,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.12,ia-5.12,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.13,ia-5.13,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.14,ia-5.14,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-5.15,ia-5.15,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-6,ia-6,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-7,ia-7,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-8,ia-8,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-8.1,ia-8.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-8.2,ia-8.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-8.4,ia-8.4,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-8.5,ia-8.5,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-9,ia-9,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-10,ia-10,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ia-11,ia-11,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-1,ir-1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-2,ir-2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-2.1,ir-2.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-2.2,ir-2.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-3,ir-3,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-3.1,ir-3.1,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-3.2,ir-3.2,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4,ir-4,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.1,ir-4.1,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.2,ir-4.2,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.3,ir-4.3,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.4,ir-4.4,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.5,ir-4.5,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.6,ir-4.6,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.7,ir-4.7,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.8,ir-4.8,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.9,ir-4.9,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-4.10,ir-4.10,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-5,ir-5,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-5.1,ir-5.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-6,ir-6,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-6.1,ir-6.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-6.2,ir-6.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-6.3,ir-6.3,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-7,ir-7,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-7.1,ir-7.1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-7.2,ir-7.2,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-8,ir-8,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-9,ir-9,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-9.2,ir-9.2,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-9.3,ir-9.3,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ir-9.4,ir-9.4,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-1,ma-1,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-2,ma-2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-2.2,ma-2.2,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-3,ma-3,superset-of,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-3.1,ma-3.1,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-3.2,ma-3.2,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-3.3,ma-3.3,equivalent-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-3.4,ma-3.4,equal-to,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-4,ma-4,intersects-with,100%,
catalogs/NIST_SP-800-53_rev5/catalog.json,catalogs/NIST_SP-800-53_rev4/catalog.json,ma-4.1,ma-4.1,intersects-with,100%,
