$$Source_Resource,$$Target_Resource,$$Map_Source_ID_Ref_list,$$Map_Target_ID_Ref_list,$$Map_Relationship,$Map_Confidence_Score,$Map_Coverage
A reference to a resource that has the source controls of a mapping.,A reference to a resource that has the target controls of a mapping.,A list of source reference IDs.,A list of target reference IDs.,The relationship type for the mapping entry.,An estimation of the confidence that this mapping is correct and accurate expressed as percentage.,An estimation of the percentage coverage of the targets by the sources.
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rc.im-02,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.an-01,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.an-02,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.an-04,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.an-05,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.co-01,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.co-04,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.co-05,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.im-01,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.im-02,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.mi-03,,,,
catalogs/NIST_CSF_v2.0/catalog.json,catalogs/NIST_SP-800-53_rev5/catalog.json,rs.rp-01,,,,
